repo_name,pr_title,pr_url,created_at,closed_at,total_comments,total_commits,state,changefile,addline,deleteline,fileChanges
adobe/react-spectrum,Fix generic issue with SelectAria to follow useSelect<T>,https://github.com/adobe/react-spectrum/pull/3069,2022-04-26T16:47:05Z,2022-04-27T18:51:13Z,4,2,MERGED,2,4,4,"MODIFIED:packages/@react-aria/select/docs/useSelect.mdx
MODIFIED:packages/@react-aria/select/src/useSelect.ts"
adobe/react-spectrum,Virtualizer: don't remove zero width items from _visibleViews,https://github.com/adobe/react-spectrum/pull/3010,2022-04-06T18:36:38Z,2022-04-06T21:39:11Z,2,1,MERGED,1,4,1,MODIFIED:packages/@react-stately/virtualizer/src/Virtualizer.ts
adobe/react-spectrum,Merge S1 and S2 chromatic storybooks,https://github.com/adobe/react-spectrum/pull/6965,2024-08-27T23:04:51Z,2024-09-24T00:45:06Z,25,15,MERGED,92,2015,422,"MODIFIED:.chromatic-fc/.parcelrc
MODIFIED:.chromatic-fc/constants.js
MODIFIED:.chromatic-fc/custom-addons/chromatic/index.js
MODIFIED:.chromatic-fc/main.js
MODIFIED:.chromatic-fc/preview-head.html
MODIFIED:.chromatic-fc/preview.js
MODIFIED:.chromatic/.parcelrc
MODIFIED:.chromatic/constants.js
MODIFIED:.chromatic/custom-addons/chromatic/index.js
MODIFIED:.chromatic/main.js
MODIFIED:.chromatic/preview-head.html
MODIFIED:.chromatic/preview.js
MODIFIED:package.json
ADDED:packages/@react-spectrum/s2/chromatic/ActionButton.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/ActionMenu.stories.tsx
RENAMED:packages/@react-spectrum/s2/chromatic/ActionMenuRTL.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/AlertDialog.stories.tsx
RENAMED:packages/@react-spectrum/s2/chromatic/AlertDialogRTL.stories.tsx
RENAMED:packages/@react-spectrum/s2/chromatic/Avatar.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/Badge.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/Breadcrumbs.stories.tsx
RENAMED:packages/@react-spectrum/s2/chromatic/BreadcrumbsRTL.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/Button.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/ButtonGroup.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/Checkbox.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/CheckboxGroup.stories.tsx
RENAMED:packages/@react-spectrum/s2/chromatic/ColorArea.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/ColorField.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/ColorSlider.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/Combobox.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/ComboboxRTL.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/ContextualHelp.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/ContextualHelpRTL.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/Dialog.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/DialogRTL.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/Menu.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/MenuRTL.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/Picker.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/PickerRTL.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/Tooltip.stories.tsx
RENAMED:packages/@react-spectrum/s2/chromatic/TooltipRTL.stories.tsx
ADDED:packages/@react-spectrum/s2/chromatic/utils.tsx
MODIFIED:packages/@react-spectrum/s2/src/ColorSlider.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ActionButton.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ActionMenu.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/AlertDialog.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Avatar.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/AvatarGroup.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Badge.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Breadcrumbs.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Button.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ButtonGroup.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Checkbox.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/CheckboxGroup.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ColorArea.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ColorField.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ColorSlider.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ColorSwatch.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ColorSwatchPicker.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ColorWheel.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ComboBox.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ContextualHelp.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Dialog.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Divider.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/DropZone.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Form.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Icon.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/IllustratedMessage.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/InlineAlert.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Link.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/LinkButton.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Menu.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Meter.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/NumberField.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Picker.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ProgressBar.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ProgressCircle.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/RadioGroup.stories.tsx
DELETED:packages/@react-spectrum/s2/stories/RangeCalendar.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/RangeSlider.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/SearchField.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Slider.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/StatusLight.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/StyleMacro.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Switch.stories.tsx
DELETED:packages/@react-spectrum/s2/stories/Table.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Tabs.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/TagGroup.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/TextField.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/ToggleButton.stories.tsx
DELETED:packages/@react-spectrum/s2/stories/Toolbar.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Tooltip.stories.tsx"
adobe/react-spectrum,Add data-trigger to Popover to style based on trigger component,https://github.com/adobe/react-spectrum/pull/5429,2023-11-16T20:03:57Z,2023-11-17T22:08:24Z,2,1,MERGED,17,70,31,"MODIFIED:packages/react-aria-components/docs/ComboBox.mdx
MODIFIED:packages/react-aria-components/docs/DatePicker.mdx
MODIFIED:packages/react-aria-components/docs/DateRangePicker.mdx
MODIFIED:packages/react-aria-components/docs/Menu.mdx
MODIFIED:packages/react-aria-components/docs/Select.mdx
MODIFIED:packages/react-aria-components/src/ComboBox.tsx
MODIFIED:packages/react-aria-components/src/DatePicker.tsx
MODIFIED:packages/react-aria-components/src/Dialog.tsx
MODIFIED:packages/react-aria-components/src/Menu.tsx
MODIFIED:packages/react-aria-components/src/Popover.tsx
MODIFIED:packages/react-aria-components/src/Select.tsx
MODIFIED:packages/react-aria-components/test/ComboBox.test.js
MODIFIED:packages/react-aria-components/test/DatePicker.test.js
MODIFIED:packages/react-aria-components/test/DateRangePicker.test.js
MODIFIED:packages/react-aria-components/test/Menu.test.js
MODIFIED:packages/react-aria-components/test/Popover.test.js
MODIFIED:packages/react-aria-components/test/Select.test.js"
adobe/react-spectrum,Setup package for feature flags,https://github.com/adobe/react-spectrum/pull/4617,2023-06-01T00:32:34Z,2023-06-02T22:29:34Z,5,2,MERGED,4,68,0,"ADDED:packages/@react-stately/flags/README.md
ADDED:packages/@react-stately/flags/index.ts
ADDED:packages/@react-stately/flags/package.json
ADDED:packages/@react-stately/flags/src/index.ts"
adobe/react-spectrum,fix: truncate text in S2 ActionButton,https://github.com/adobe/react-spectrum/pull/6919,2024-08-20T22:01:05Z,2024-08-20T22:23:52Z,3,3,MERGED,1,2,2,MODIFIED:packages/@react-spectrum/s2/src/ActionButton.tsx
adobe/react-spectrum,Add font shorthand and use Adobe Clean variable font,https://github.com/adobe/react-spectrum/pull/6818,2024-08-02T00:32:30Z,2024-08-07T23:05:18Z,8,6,MERGED,32,253,240,"MODIFIED:.storybook-s2/docs/Icons.jsx
MODIFIED:.storybook-s2/docs/Intro.jsx
MODIFIED:.storybook-s2/docs/StyleMacro.jsx
MODIFIED:.storybook-s2/docs/typography.js
MODIFIED:.storybook-s2/preview-head.html
MODIFIED:packages/@react-spectrum/s2/src/ActionButton.tsx
MODIFIED:packages/@react-spectrum/s2/src/Badge.tsx
MODIFIED:packages/@react-spectrum/s2/src/Breadcrumbs.tsx
MODIFIED:packages/@react-spectrum/s2/src/Button.tsx
MODIFIED:packages/@react-spectrum/s2/src/Checkbox.tsx
MODIFIED:packages/@react-spectrum/s2/src/ColorSlider.tsx
MODIFIED:packages/@react-spectrum/s2/src/ContextualHelp.tsx
MODIFIED:packages/@react-spectrum/s2/src/Dialog.tsx
MODIFIED:packages/@react-spectrum/s2/src/Field.tsx
MODIFIED:packages/@react-spectrum/s2/src/IllustratedMessage.tsx
MODIFIED:packages/@react-spectrum/s2/src/InlineAlert.tsx
MODIFIED:packages/@react-spectrum/s2/src/Link.tsx
MODIFIED:packages/@react-spectrum/s2/src/Menu.tsx
MODIFIED:packages/@react-spectrum/s2/src/Picker.tsx
MODIFIED:packages/@react-spectrum/s2/src/Radio.tsx
MODIFIED:packages/@react-spectrum/s2/src/Slider.tsx
MODIFIED:packages/@react-spectrum/s2/src/StatusLight.tsx
MODIFIED:packages/@react-spectrum/s2/src/Switch.tsx
MODIFIED:packages/@react-spectrum/s2/src/TagGroup.tsx
MODIFIED:packages/@react-spectrum/s2/src/TextField.tsx
MODIFIED:packages/@react-spectrum/s2/src/Tooltip.tsx
MODIFIED:packages/@react-spectrum/s2/src/style-utils.ts
MODIFIED:packages/@react-spectrum/s2/stories/ActionButton.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Divider.stories.tsx
MODIFIED:packages/@react-spectrum/s2/stories/Link.stories.tsx
MODIFIED:packages/@react-spectrum/s2/style/spectrum-theme.ts
MODIFIED:packages/@react-spectrum/s2/style/style-macro.ts"
adobe/react-spectrum,Adding Table column resizing hooks to aria and stately monorepos,https://github.com/adobe/react-spectrum/pull/4693,2023-06-22T17:46:16Z,2023-06-22T19:39:48Z,2,1,MERGED,2,4,4,"MODIFIED:packages/react-aria/src/index.ts
MODIFIED:packages/react-stately/src/index.ts"
adobe/spectrum-css,feat(button): add label text wrap option,https://github.com/adobe/spectrum-css/pull/3086,2024-09-09T15:07:10Z,2024-09-23T12:39:44Z,20,23,MERGED,8,109,1,"ADDED:.changeset/green-maps-end.md
MODIFIED:components/button/index.css
MODIFIED:components/button/metadata/metadata.json
MODIFIED:components/button/metadata/mods.md
MODIFIED:components/button/stories/button.mdx
MODIFIED:components/button/stories/button.stories.js
MODIFIED:components/button/stories/button.test.js
MODIFIED:components/button/stories/template.js"
adobe/spectrum-css,refactor(searchwithin): deprecate component,https://github.com/adobe/spectrum-css/pull/2537,2024-02-16T18:20:42Z,2024-02-22T21:56:37Z,3,4,MERGED,14,20,1445,"RENAMED:.storybook/deprecated/searchwithin/searchwithin.stories.js
RENAMED:.storybook/deprecated/searchwithin/searchwithin.yml
DELETED:components/searchwithin/CHANGELOG.md
DELETED:components/searchwithin/README.md
DELETED:components/searchwithin/gulpfile.js
DELETED:components/searchwithin/index.css
DELETED:components/searchwithin/package.json
DELETED:components/searchwithin/project.json
DELETED:components/searchwithin/stories/template.js
MODIFIED:package.json
MODIFIED:tools/bundle-builder/dev/index.js
MODIFIED:tools/bundle-builder/docs/index.js
MODIFIED:tools/bundle-builder/lib/depUtils.js
MODIFIED:yarn.lock"
appsmithorg/appsmith,chore: message string added for links,https://github.com/appsmithorg/appsmith/pull/36678,2024-10-03T10:51:25Z,2024-10-03T11:15:06Z,1,5,MERGED,1,1,0,MODIFIED:app/client/src/ce/constants/messages.ts
bitwarden/clients,Update Icon Font Files,https://github.com/bitwarden/clients/pull/3780,2022-10-13T21:28:47Z,2022-10-13T23:43:09Z,0,2,MERGED,6,9,3,"MODIFIED:libs/angular/src/scss/bwicons/fonts/bwi-font.svg
MODIFIED:libs/angular/src/scss/bwicons/fonts/bwi-font.ttf
MODIFIED:libs/angular/src/scss/bwicons/fonts/bwi-font.woff
MODIFIED:libs/angular/src/scss/bwicons/fonts/bwi-font.woff2
MODIFIED:libs/angular/src/scss/bwicons/styles/style.scss
MODIFIED:libs/components/src/stories/icons.stories.mdx"
bitwarden/clients,[PM-6078] Remove Username Masking From Inline Autofill Menu,https://github.com/bitwarden/clients/pull/7951,2024-02-14T14:47:38Z,2024-02-23T22:01:41Z,2,11,MERGED,2,5,83,"MODIFIED:apps/browser/src/autofill/background/overlay.background.spec.ts
MODIFIED:apps/browser/src/autofill/background/overlay.background.ts"
cerebrl/forgerock-web-login-framework,fix semantic release,https://github.com/cerebrl/forgerock-web-login-framework/pull/56,2023-01-11T23:26:42Z,2023-01-11T23:42:40Z,4,1,MERGED,1,1,1,MODIFIED:.github/workflows/release.yml
chanzuckerberg/edu-design-system,fix(Button): align button icons and text with layouts,https://github.com/chanzuckerberg/edu-design-system/pull/1988,2024-06-11T22:50:15Z,2024-06-11T23:28:08Z,1,1,MERGED,3,11,4,"MODIFIED:src/components/Button/Button-v2.module.css
MODIFIED:src/components/Button/Button-v2.stories.tsx
MODIFIED:src/components/Button/__snapshots__/Button-v2.test.tsx.snap"
chanzuckerberg/edu-design-system,build: remove descending-specificty rule and allow nesting depth of 2,https://github.com/chanzuckerberg/edu-design-system/pull/1042,2022-05-05T20:11:35Z,2022-05-05T20:48:44Z,1,1,MERGED,13,7,32,"MODIFIED:.stylelintrc
MODIFIED:src/components/FileUploadField/FileUploadField.module.css
MODIFIED:src/components/Grid/Grid.module.css
MODIFIED:src/components/GridItem/GridItem.module.css
MODIFIED:src/components/LinkList/LinkList.module.css
MODIFIED:src/components/ListDetail/ListDetail.module.css
MODIFIED:src/components/Radio/Radio.module.css
MODIFIED:src/components/RadioField/RadioField.module.css
MODIFIED:src/components/StackedBlock/StackedBlock.module.css
MODIFIED:src/components/Table/Table.module.css
MODIFIED:src/components/TableObject/TableObject.module.css
MODIFIED:src/components/Tabs/Tabs.module.css
MODIFIED:src/components/TextList/TextList.module.css"
chanzuckerberg/edu-design-system,chore(deps): update all non-major dependencies,https://github.com/chanzuckerberg/edu-design-system/pull/1708,2023-07-24T13:07:33Z,2023-07-24T15:35:37Z,2,1,MERGED,2,117,128,"MODIFIED:package.json
MODIFIED:yarn.lock"
chanzuckerberg/edu-design-system,Use shared TS lint config,https://github.com/chanzuckerberg/edu-design-system/pull/1339,2022-10-12T20:57:30Z,2022-10-12T21:24:00Z,3,3,MERGED,179,549,360,"MODIFIED:.eslintrc
MODIFIED:.storybook/components/Docs/Documentation.tsx
MODIFIED:.storybook/components/Docs/Documents.stories.tsx
MODIFIED:.storybook/components/GettingStarted/GettingStarted.stories.tsx
MODIFIED:.storybook/components/GettingStarted/GettingStartedDocumentation.tsx
MODIFIED:.storybook/components/IconGrid/IconGrid.stories.ts
MODIFIED:.storybook/pages/CoursePlannerEdit/CoursePlannerEdit.stories.ts
MODIFIED:.storybook/pages/CoursePlannerEdit/CoursePlannerEdit.tsx
MODIFIED:.storybook/pages/CoursePlannerModal/CoursePlannerModal.stories.tsx
MODIFIED:.storybook/pages/CoursePlannerStep1/CoursePlannerStep1.stories.ts
MODIFIED:.storybook/pages/FeedbackOverview/FeedbackOverview.stories.ts
MODIFIED:.storybook/pages/ProjectOverview/ProjectOverview.stories.ts
MODIFIED:.storybook/recipes/BaselineCard/BaselineCard.stories.ts
MODIFIED:.storybook/recipes/BaselineCard/BaselineCard.tsx
MODIFIED:.storybook/recipes/ButtonActionCalloutCard/ButtonActionCalloutCard.stories.tsx
MODIFIED:.storybook/recipes/ButtonActionCalloutCard/ButtonActionCalloutCard.tsx
MODIFIED:.storybook/recipes/CalendarCard/CalendarCard.stories.tsx
MODIFIED:.storybook/recipes/CalendarCard/CalendarCard.tsx
MODIFIED:.storybook/recipes/CardWithNotification/CardWithNotification.stories.tsx
MODIFIED:.storybook/recipes/CardWithNotification/CardWithNotification.tsx
MODIFIED:.storybook/recipes/DataSummaryCard/DataSummaryCard.stories.ts
MODIFIED:.storybook/recipes/Filters/Filters.stories.tsx
MODIFIED:.storybook/recipes/Filters/Filters.tsx
MODIFIED:.storybook/recipes/GlobalHeader/GlobalHeader.stories.ts
MODIFIED:.storybook/recipes/NotificationListPopover/NotificationListPopover.stories.tsx
MODIFIED:.storybook/recipes/NumberIconList/NumberIconList.tsx
MODIFIED:.storybook/recipes/PageShell/PageShell.stories.ts
MODIFIED:.storybook/recipes/PageShell/PageShell.tsx
MODIFIED:.storybook/recipes/TableCard/TableCard.stories.ts
MODIFIED:.storybook/recipes/TableCard/TableCard.tsx
MODIFIED:package.json
MODIFIED:src/components/Avatar/Avatar.stories.ts
MODIFIED:src/components/AvatarImage/AvatarImage.stories.ts
MODIFIED:src/components/Banner/Banner.stories.tsx
MODIFIED:src/components/Banner/Banner.tsx
MODIFIED:src/components/Breadcrumbs/Breadcrumbs.stories.tsx
MODIFIED:src/components/Button/Button.stories.tsx
MODIFIED:src/components/Button/Button.tsx
MODIFIED:src/components/ButtonDropdown/ButtonDropdown.stories.tsx
MODIFIED:src/components/ButtonDropdown/ButtonDropdown.tsx
MODIFIED:src/components/ButtonGroup/ButtonGroup.tsx
MODIFIED:src/components/Card/Card.stories.tsx
MODIFIED:src/components/Card/Card.tsx
MODIFIED:src/components/CardBody/CardBody.tsx
MODIFIED:src/components/CardFooter/CardFooter.tsx
MODIFIED:src/components/CardHeader/CardHeader.tsx
MODIFIED:src/components/Checkbox/Checkbox.tsx
MODIFIED:src/components/CheckboxLabel/CheckboxLabel.tsx
MODIFIED:src/components/ClickableStyle/ClickableStyle.tsx
MODIFIED:src/components/DataBar/DataBar.stories.tsx
MODIFIED:src/components/DefinitionList/DefinitionList.stories.tsx
MODIFIED:src/components/DefinitionList/DefinitionList.tsx
MODIFIED:src/components/DefinitionListItem/DefinitionListItem.tsx
MODIFIED:src/components/DragDrop/DragDrop.stories.tsx
MODIFIED:src/components/DragDrop/DragDrop.tsx
MODIFIED:src/components/DragDrop/DragDropTypes.ts
MODIFIED:src/components/DragDropContainer/DragDropContainer.tsx
MODIFIED:src/components/DragDropContainerHeader/DragDropContainerHeader.tsx
MODIFIED:src/components/DragDropItem/DragDropItem.tsx
MODIFIED:src/components/Drawer/Drawer.stories.tsx
MODIFIED:src/components/DrawerBody/DrawerBody.tsx
MODIFIED:src/components/DrawerFooter/DrawerFooter.tsx
MODIFIED:src/components/DrawerHeader/DrawerHeader.tsx
MODIFIED:src/components/Dropdown/Dropdown.stories.tsx
MODIFIED:src/components/Dropdown/Dropdown.tsx
MODIFIED:src/components/DropdownButton/DropdownButton.tsx
MODIFIED:src/components/DropdownMenu/DropdownMenu.stories.tsx
MODIFIED:src/components/DropdownMenu/DropdownMenu.tsx
MODIFIED:src/components/DropdownMenuItem/DropdownMenuItem.tsx
MODIFIED:src/components/FieldNote/FieldNote.stories.tsx
MODIFIED:src/components/FieldNote/FieldNote.tsx
MODIFIED:src/components/Fieldset/Fieldset.stories.tsx
MODIFIED:src/components/Fieldset/Fieldset.tsx
MODIFIED:src/components/FieldsetItems/FieldsetItems.tsx
MODIFIED:src/components/FiltersButton/FiltersButton.tsx
MODIFIED:src/components/FiltersDrawer/FiltersDrawer.stories.tsx
MODIFIED:src/components/FiltersDrawer/FiltersDrawer.tsx
MODIFIED:src/components/FiltersPopover/FiltersPopover.stories.tsx
MODIFIED:src/components/FiltersPopover/FiltersPopover.tsx
MODIFIED:src/components/Grid/Grid.stories.tsx
MODIFIED:src/components/Grid/Grid.tsx
MODIFIED:src/components/GridItem/GridItem.tsx
MODIFIED:src/components/Header/Header.stories.tsx
MODIFIED:src/components/Header/Header.tsx
MODIFIED:src/components/Heading/Heading.stories.tsx
MODIFIED:src/components/HorizontalStepper/HorizontalStepper.stories.tsx
MODIFIED:src/components/Hr/Hr.stories.ts
MODIFIED:src/components/Icon/Icon.tsx
MODIFIED:src/components/InputField/InputField.stories.tsx
MODIFIED:src/components/InputField/InputField.tsx
MODIFIED:src/components/InputLabel/InputLabel.stories.ts
MODIFIED:src/components/Label/Label.stories.ts
MODIFIED:src/components/Label/Label.tsx
MODIFIED:src/components/Layout/Layout.stories.tsx
MODIFIED:src/components/Layout/Layout.tsx
MODIFIED:src/components/LayoutContainer/LayoutContainer.stories.tsx
MODIFIED:src/components/LayoutContainer/LayoutContainer.tsx
MODIFIED:src/components/LayoutLinelengthContainer/LayoutLinelengthContainer.stories.tsx
MODIFIED:src/components/LayoutLinelengthContainer/LayoutLinelengthContainer.tsx
MODIFIED:src/components/LayoutSection/LayoutSection.tsx
MODIFIED:src/components/Link/Link.stories.tsx
MODIFIED:src/components/Link/Link.tsx
MODIFIED:src/components/LinkList/LinkList.stories.tsx
MODIFIED:src/components/LinkList/LinkList.tsx
MODIFIED:src/components/LinkListItem/LinkListItem.tsx
MODIFIED:src/components/Logo/Logo.stories.tsx
MODIFIED:src/components/Logo/Logo.tsx
MODIFIED:src/components/Main/Main.stories.tsx
MODIFIED:src/components/Main/Main.tsx
MODIFIED:src/components/Modal/Modal.stories.tsx
MODIFIED:src/components/Modal/Modal.tsx
MODIFIED:src/components/ModalBody/ModalBody.tsx
MODIFIED:src/components/ModalFooter/ModalFooter.tsx
MODIFIED:src/components/ModalHeader/ModalHeader.tsx
MODIFIED:src/components/ModalTitle/ModalTitle.tsx
MODIFIED:src/components/NavContainer/NavContainer.stories.tsx
MODIFIED:src/components/NavContainer/NavContainer.tsx
MODIFIED:src/components/NotificationList/NotificationList.stories.tsx
MODIFIED:src/components/NotificationList/NotificationList.tsx
MODIFIED:src/components/NotificationListItem/NotificationListItem.tsx
MODIFIED:src/components/NumberIcon/NumberIcon.stories.tsx
MODIFIED:src/components/OverflowList/OverflowList.stories.tsx
MODIFIED:src/components/OverflowListItem/OverflowListItem.tsx
MODIFIED:src/components/PageHeader/PageHeader.stories.tsx
MODIFIED:src/components/PageHeader/PageHeader.tsx
MODIFIED:src/components/PageLevelBanner/PageLevelBanner.tsx
MODIFIED:src/components/Panel/Panel.stories.ts
MODIFIED:src/components/Panel/Panel.tsx
MODIFIED:src/components/Popover/Popover.stories.tsx
MODIFIED:src/components/PrimaryNav/PrimaryNav.stories.tsx
MODIFIED:src/components/PrimaryNav/PrimaryNav.tsx
MODIFIED:src/components/PrimaryNavItem/PrimaryNavItem.tsx
MODIFIED:src/components/ProjectCard/ProjectCard.stories.tsx
MODIFIED:src/components/ProjectCard/ProjectCard.tsx
MODIFIED:src/components/Radio/Radio.stories.tsx
MODIFIED:src/components/Radio/Radio.tsx
MODIFIED:src/components/RadioLabel/RadioLabel.tsx
MODIFIED:src/components/Score/Score.stories.tsx
MODIFIED:src/components/SearchBar/SearchBar.stories.tsx
MODIFIED:src/components/SearchBar/SearchBar.tsx
MODIFIED:src/components/SearchButton/SearchButton.tsx
MODIFIED:src/components/SearchField/SearchField.tsx
MODIFIED:src/components/Section/Section.stories.tsx
MODIFIED:src/components/Section/Section.tsx
MODIFIED:src/components/ShowHide/ShowHide.stories.tsx
MODIFIED:src/components/ShowHide/ShowHide.tsx
MODIFIED:src/components/StackedBlock/StackedBlock.stories.ts
MODIFIED:src/components/StackedBlock/StackedBlock.tsx
MODIFIED:src/components/Tab/Tab.tsx
MODIFIED:src/components/Table/Table.stories.tsx
MODIFIED:src/components/Table/Table.tsx
MODIFIED:src/components/TableBody/TableBody.tsx
MODIFIED:src/components/TableCell/TableCell.tsx
MODIFIED:src/components/TableFooter/TableFooter.tsx
MODIFIED:src/components/TableHeader/TableHeader.tsx
MODIFIED:src/components/TableHeaderCell/TableHeaderCell.tsx
MODIFIED:src/components/TableObject/TableObject.stories.tsx
MODIFIED:src/components/TableObject/TableObject.tsx
MODIFIED:src/components/TableObjectBody/TableObjectBody.tsx
MODIFIED:src/components/TableObjectFooter/TableObjectFooter.tsx
MODIFIED:src/components/TableObjectHeader/TableObjectHeader.tsx
MODIFIED:src/components/TableRow/TableRow.tsx
MODIFIED:src/components/Tabs/Tabs.stories.tsx
MODIFIED:src/components/Text/Text.tsx
MODIFIED:src/components/TextField/TextField.stories.tsx
MODIFIED:src/components/TextField/TextField.tsx
MODIFIED:src/components/TimelineNav/TimelineNav.stories.tsx
MODIFIED:src/components/TimelineNav/TimelineNav.tsx
MODIFIED:src/components/TimelineNavPanel/TimelineNavPanel.tsx
MODIFIED:src/components/Toast/Toast.stories.ts
MODIFIED:src/components/Toolbar/Toolbar.stories.tsx
MODIFIED:src/components/Toolbar/Toolbar.tsx
MODIFIED:src/components/ToolbarItem/ToolbarItem.tsx
MODIFIED:src/components/Tooltip/Tooltip.tsx
MODIFIED:src/components/UtilityNav/UtilityNav.stories.tsx
MODIFIED:src/components/UtilityNav/UtilityNav.tsx
MODIFIED:src/components/UtilityNavItem/UtilityNavItem.tsx
MODIFIED:src/custom.d.ts
MODIFIED:yarn.lock"
chanzuckerberg/edu-design-system,feat(numbericon): add number icon,https://github.com/chanzuckerberg/edu-design-system/pull/1043,2022-05-06T00:57:12Z,2022-05-10T01:22:44Z,3,5,MERGED,10,435,47,"MODIFIED:src/components/HorizontalStep/HorizontalStep.module.css
MODIFIED:src/components/HorizontalStep/HorizontalStep.tsx
MODIFIED:src/components/HorizontalStepper/__snapshots__/HorizontalStepper.test.tsx.snap
ADDED:src/components/NumberIcon/NumberIcon.module.css
ADDED:src/components/NumberIcon/NumberIcon.stories.tsx
ADDED:src/components/NumberIcon/NumberIcon.test.tsx
ADDED:src/components/NumberIcon/NumberIcon.tsx
ADDED:src/components/NumberIcon/__snapshots__/NumberIcon.test.tsx.snap
ADDED:src/components/NumberIcon/index.ts
MODIFIED:src/index.ts"
chanzuckerberg/edu-design-system,chore: bump headless to 1.6.6,https://github.com/chanzuckerberg/edu-design-system/pull/1236,2022-08-19T19:03:47Z,2022-08-19T20:16:44Z,1,1,MERGED,7,21,17,"MODIFIED:package.json
MODIFIED:src/components/Dropdown/Dropdown.tsx
MODIFIED:src/components/Dropdown/__snapshots__/Dropdown.test.tsx.snap
MODIFIED:src/components/Modal/__snapshots__/Modal.test.tsx.snap
MODIFIED:src/components/ModalTitle/ModalTitle.tsx
ADDED:src/util/utility-types.ts
MODIFIED:yarn.lock"
